Refacility,facilityname,Syste
12066,ISMC services Hospital,11636
11722,Nyali Barracks Dispensary,11635
10294,Good Hope Hospital,11634
11362,Ebenezer Medical Clinic (Malindi),11632
11841,Taveta Meditech Centre,11631
10791,Mutheru Dispensary,11630
11989,Dr Mutuma Medical Clinic,11629
16326,Kuresiet Dispensary,11628
11710,New Road Medical care,11627
16321,Alpha Medical Clinic,11624
11807,Spark Health Services,11620
10625,Kiria-ini Dispensary,11618
12074,Iiani/Kiatineni Dispensary,11617
15028,Lerrata Dispensary,11615
10839,Ndunyu Chege Dispensary,11614
16672,Kisonei Dispensary,11613
16204,Tumaini Medical Clinic (Marsabit),11612
11086,Tata Hannah (African Christian Churches And Schools) Dispensary,11611
12120,Kaare Dispensary,11610
10472,Kanjama Dispensary,11607
15441,Ongatta Cottage Medical Clinic,11605
11245,Baraka Medical Clinic (Vikwatani),11603
15632,St Brigitas Health Centre,11602
10637,Kiruri Dispensary (Muranga North),11601
13203,St Francis Health Centre (Nairobi North),11600
10354,Iruri Dispensary,11597
12496,Maweli Dispensary,11593
15292,Nakwamoru Health Centre,11592
14427,Elangata Enterit Dispensary,11591
12032,Gatumbi Dispensary,11590
15473,Ptoyo Dispensary,11589
16221,Narrapu Dispensary,11588
11270,Canaan Medical Clinic,11585
11940,Badassa Dispensary,11582
16108,Shihalia Dispensary,11581
15543,Seketet Dispensary,11580
11809,St Ann's Medical Clinic,11577
16537,Corner Medical Clinic,11576
11986,Dirib Gombo Dispensary,11573
12462,Malka Galla Dispensary,11572
12513,Merti Catholic Dispensary,11571
16139,St Mary's Dispensary (Lugari),11570
10270,Githunguri Health Services Clinic,11569
13478,Aneko Dispensary,11566
11530,Mackinnon Medical Clinic,11564
16401,Kapsita Dispensary,11563
12683,Nyagani Dispensary,11562
12470,Manyatta Jillo Health Centre,11561
11957,Bulesa Dispensary,11560
12079,Ikumbo Dispensary,11559
10400,Kagonye Dispensary,11558
11707,Neema Medical Clinic (Magarini),11556
10261,Githagara Health Centre,11555
11429,Jamii Health Care Clinic (Kisauni),11553
16750,Trinity Medical Clinic (Juja),11552
11950,Bisan Biliqo Dispensary,11549
11132,Ultra Sound & X-Ray Clinic,11548
10731,Mikaro Dispensary,11547
15681,Suguta Marmar Catholic Dispensary,11544
15929,Khachonge Dispensary,11543
13565,Getambwega Dispensary,11542
12050,Godoma Model Health Centre (Moyale),11541
11958,Butiye Dispensary,11539
11696,Mwawesa Medical Clinic,11538
10544,Kiamutugu Clinic,11537
16404,Kiptororo Dispensary,11536
15349,Ngobit Dispensary,11533
15059,Lokichogio (AIC) Health Centre,11532
13021,Kenya Airways Medical Centre,11531
12801,Timau Catholic Dispensary,11530
12980,IDF Mathare Dispensary,11529
16620,New Avenue Medical Clinic,11526
12739,Sololo Mission Hospital,11525
12740,Somare Dispensary,11522
12897,CIDI Mukuru Clinic,11520
13089,Mercy Mission Health Centre,11517
11956,Bubisa healthcentre,11515
10065,Bethsaida Clinic (Kirinyaga-Thiba),11512
10172,Enkasiti Roses Farm Clinic,11510
10335,Ichichi Dispensary,11508
13599,Happy Magwagwa Clinic,11507
15445,Oropoi Dispensary,11506
11982,Dabel Health Centre,11501
12727,Samburu Complex,11499
10002,Aberdare  Medical & Surgical Clinic,11498
14662,Kalobeyei Dispensary,11497
15462,Piave Dispensary,11496
12698,Odda Dispensary (Moyale),11495
12741,Songa Health Centre,11493
15585,Siomo Health Centre,11491
16144,Chief Milimu Dispensary,11490
11607,St Anne Catholic Dispensary (Mida),11489
11905,Westlands Health Care Services,11488
11495,Kizibe Dispensary,11487
10088,Caritas Community Hospital,11484
10034,Antony Njogu Clinic,11481
13339,Bura District Hospital,11480
12053,Goro Rukesa Dispensary,11479
14195,Locher Angamor Dispensary,11478
12981,Imara Medical Clinic,11477
16527,StanBridge Medical Clinic,11476
12723,Sagante Dispensary,11475
16367,Alale Health Centre,11474
13525,Chaina Dispensary,11473
11990,Dukana Health Centre,11472
16491,Afya Bora Medical Clinic (CFW Clinic Gichugu),11471
15006,Lalwet Dispensary,11470
12634,Nana Dispensary,11469
16378,Gatamaiyo Dispensary,11467
11952,Bori Dispensary,11465
13211,St Jude's Medical Centre,11463
16395,Mwangate Dispensary,11459
12985,Jamii Clinic (Westlands),11458
13369,Iftin Sub-District Hospital,11457
12093,AIC Dispensary (Isiolo),11455
11497,Kizingo Health Centre,11454
16663,Impact Healthcare Services,11453
15397,Olendeem Dispensary,11451
13085,Medipoint Clinic,11450
12865,Care Hospital,11448
16218,Mansile Dispensary,11447
16532,Barakani Community Healthcare,11446
13188,Sokoni Arcade VCT,11445
12644,Ngai Dispensary,11444
12660,Ngurunit Health centre,11440
12270,Kiairugu Dispensary,11439
16346,Kalyet Clinic (Wareng),11437
11251,Tosha Medical Clinic,11436
11433,Jilore Dispensary,11434
13420,Police Line Dispensary (Garissa),11433
11506,Ndomo Medical Clinic,11432
11247,Bargoni Nys Dispensary,11430
10473,Kanjuiri Dispensary,11429
10659,Life Care Ministry Clinic,11426
12699,Ol-Torot Dispensary,11425
11997,El Hadi Dispensary,11424
16323,Annet Dispensary,11423
10184,Focus Medical Clinic and Counselling Centre,11415
11043,St Josef Medical Clinic,11411
16038,Mumias Sugar Clinic,11410
13566,Getare Health Centre,11409
13684,Kiangoso Health Centre,11404
12086,Illaut Dispensary,11402
10413,Kagwe Dispensary,11401
10432,Kairo Dispensary,11400
12611,Mutyangome Dispensary,11398
15590,Sirata Oirobi Dispensary,11397
12057,Heillu Dispensary,11396
10061,Bethel Medical Clinic,11395
12548,Mua Hills Dispensary,11394
13557,Gekano Health Centre,11393
13616,Ikobe Health Centre,11390
16236,Meru University Health centre,11388
16379,Elementeita Dispensary,11387
10023,AMA (Africa Muslim Agency) Clinic,11385
11627,Mkang'ombe  Dispensary,11384
12942,Family Care Medical Centre & Maternity,11383
16775,Prime Care Health Clinic,11382
13801,Medicare Medical Clinic,11380
13232,State House Dispensary,11378
12171,Kangalu Dispensary,11375
14384,Chesoen Dispensary,11373
15557,Shalom Medical Centre,11370
10056,Bennedict XVI Dispensary,11368
13622,Isana Maternity and Nursing,11366
12744,St Anne Kariene Dispensary,11365
15519,Salama Clinic,11362
15784,Wiyumiririe Dispensary,11360
13206,St Johns Ambulance,11359
12871,APTC Health Centre,11358
15644,St John Medical Clinic (Kajiado),11336
10203,Gakurwe Dispensary,11321
16676,GOK Rumuruti Prisons Dispensary,11305
12098,Itoleka Dispensary,11304
10536,Kiamathaga Dispensary,11303
13215,St Mary's Medical Clinic (Umoja II),11302
12124,Kageni Med Clinic,11300
12815,Turbi Dispensary,11299
10746,St Mary (ACK) Mugumo Dispensary,11296
12557,Mujwa Dispensary,11291
10557,Kiangai Medical Clinic,11289
13430,Saka Health Centre,11288
13378,Kamuthe Health Centre,11283
13413,Nanighi Health Centre,11282
10610,Kimende Orthodox Mission Health Centre,11281
14513,GOK Farm (Nahrc) Dispensary,11280
10144,Dr Mwangi Medical Clinic,11278
13324,Danyere Health Centre,11277
13698,Kipkebe Health Centre,11276
13408,Medina Health Centre,11274
15348,Ngito Dispensary,11273
15410,Olkokwe Health Centre,11270
13819,Mokason Clinic,11266
13035,Kisembo Dispensary,11265
12545,Moyale Nursing Home,11264
15718,Tenges Health Centre,11263
13562,Gesure Health Centre (Manga),11262
16322,Maralal Medical Clinic,11260
16512,Rwathe Dispensary,11259
15816,Bujumba Dispensary,11258
10677,Mamuki Medical Clinic,11255
16336,Chesoi Medical Clinic,11254
16470,Segetet Dispensary,11253
12664,Nkabune Dispensary,11251
12051,Golole Dispensary,11247
10280,Gitugi Dispensary (Nyeri South),11245
15779,West Health Centre,11244
12960,Good Shepherd Dispensary,11243
13806,Migori TTC Dispensary,11242
15528,Sanga Dispensary,11240
13061,Maria Dominica Dispensary,11239
10708,Matura Medical Care,11238
16165,Your Family Clinic,11237
14854,Kibish GK Dispensary,11235
13135,Orthodox Dispensary,11234
10284,Gitwe Medical Clinic,11233
13159,Ray Of Hope Health Centre,11232
10296,Good Samaritan (ACK) Medical Clinic,11222
13083,Medicare Clinic,11221
12531,Mitamisyi Dispensary,11217
12934,Edna Maternity,11216
12931,Eden Dispensary,11208
10909,Ol jabet Medical Clinic,11205
13197,St Ann's Clinic,11204
12556,Mui Dispensary,11203
12293,Kiengu PCEA Dispensary,11201
11388,Gede Medical Clinic,11200
13194,National Spinal Injury Hospital,11198
15497,Rongena Dispensary,11196
16745,Kambi Garba Dispensary,11194
12700,Ontulili Dispensary,11186
10283,Gituru (AIC) Dispensary,11183
10022,Gladwell Community Health Services,11178
12665,Nkondi Health centre,11176
14095,Soklo Dispensary,11173
12450,Makadara Health Care,11171
15832,Bushiangala Health Centre,11170
12701,Pepo La Tumaini Dispensary,11167
11129,Tuthu Dispensary,11164
10554,Kiane Medical & Eye Clinic,11161
12937,Family Care Clinic Kasarani,11158
13104,Muthurwa Clinic,11152
12415,Kyevaluki Medical Clinic,11150
13563,Gesusu (SDA) Dispensary,11141
14591,Jamii Medical Clinic (Namanga),11139
11178,Watuka Dispensary,11136
12669,Ntharene Medical Clinic,11133
15217,Molosirwe dispensary,11132
11066,St Peter's (ACK) Medical Clinic,11130
13224,St Philips Health Centre,11129
12228,Kathelwa Medical Clinic,11127
13026,Kibera Human Development Project Clinic,11126
10008,Afya Bora Medical Clinic (Nyeri South),11124
13830,Muchebe Dispensary,11123
10991,Sagana Catholic Dispensary,11122
10564,Kianyaga Catholic Health Centre,11119
10250,Gichiche Medical Clinic,11118
11542,Majengo Dispensary (Tana River),11117
13223,St Peter Dispensary,11107
16343,Patrician Dispensary,11104
11968,Cheera Health Center,11097
12919,Dog Unit Dispensary (O P Kenya Police),11096
16055,Emutsesa Health Centre,11094
11234,Bahari Medical Clinic,11093
12433,Loiyangalani  Health Centre,11092
10821,Nanyuki Cottage,11091
11701,Ndavaya Health centre,11090
10788,Mutarakwa Dispensary (Nyandarua South),11086
13487,Asat Beach Dispensary,11083
13484,Arito Langi Health Centre,11076
13990,Opapla Health Centre,11073
12517,Kenya Methodist University Dispensary,11072
16257,Ogembo Medical Clinic,11071
11119,Tumaini Medical Clinic (Nyeri North),11069
10370,Jamii Medical Clinic (Gatundu),11066
10628,Kirichu Market Medical Clinic,11060
10331,Ichagachiru Dispensary,11059
12773,Tereza D'Lima Dispensary,11057
15461,Pesi Dispensary (Laikipia West),11055
15433,Oltepesi Health Clinic,11048
10953,Rapha Afya Medical Clinic (Kirinyaga),11046
12233,Kathiranga Dispensary,11044
10800,Mutitu Gikondi Medical Clinic,11043
12973,Huruma (EDARP),11041
12260,Kavisuni Health Care Clinic,11036
13245,Ushirika Medical Clinic,11030
15477,Radat dispensary,11023
13854,Ng'odhe Island Dispensary,11021
16460,Mutiva Dispensary,11011
13261,Zimmerman Medical Dispensary,11010
12836,Voo Health Centre,11009
10599,Kihuro (ACK) Dispensary,11005
16174,Karathe Medical Clinic,11004
10638,Kirurumi Dispensary,10994
11939,B/Valley (PCEA) Clinic,10991
16585,Jamii Medical Clinic (Meru),10990
10753,Mukarara Community Dispensary,10988
10293,Good Health Medical Clinic,10987
15877,Emukaya Clinic,10986
11889,Waldena Dispensary,10984
16622,New Southlands Med Clinic,10983
13764,Tumaini Medical Clinic,10980
10726,Miguta Community Dispensary,10979
12536,Mituntu Health Centre,10975
12061,Hurri-Hills Dispensary,10974
11967,Charuru Dispensary,10973
11283,Chewani Dispensary,10971
10416,Kahara Medical Clinic,10969
11752,Rainbow Medical Clinic (Burangi),10957
15566,Sigoro Dispensary,10953
13157,Pumwani Maternity VCT Centre,10944
11838,Taru Dispensary,10940_21
11235,Bakarani Maternity and Nursing Home,10940_20
16746,Mercy Afya Clinic,10940_19
12818,Twimyua Dispensary,10940_18
16705,Psigirio Dispensary,10940_17
12911,Dandora (EDARP) Clinic,10940_16
11947,Basa Dispensary,10940_13
13133,Ogwedhi Dispensary (Nairobi North),10940_12
10405,Kagumoini Dispensary (Muranga North),10940_10
15586,Siongi Dispensary,10940_09
11096,Thika Medical Clinic ENT,10940_07
11093,Thigio Dispensary (Kiambu West),10940_06
11588,Mbalambala Dispensary,10940_03
16202,Baraka Medical Clinic (Lamu),10940_02
11643,Mombasa Hospital,10940_01
14635,Kacheliba Mobile clinic,10940
10741,Mt Kenya Narumoru Medical Clinic,10931
10783,Muruguru Medical Clinic (Nyeri North),10924
12781,Syongila Dispensary,10922
15130,Marich Dispensary,10921
12737,Kibwezi Catholic Dispensary,10920
12995,Kabiro Medical Clinic,10919
16529,Tumaini Medical Clinic (Magarini),10918
11021,St Andrew's Kabare (ACK) Dispensary,10916
12869,Alice Nursing Home,10915
11712,Ngathini Dispensary,10914
16246,Mbondoni Health Centre,10912
13031,KIE/KAPC,10911
15328,Ndurumo Dispensary,10909
12180,Kanyaa Dispensary,10907
12724,Salama Baptist Nursing Home,10905
11057,St Marys Clinic (Kangema),10904
16711,Lukusi Dispensary,10903
10321,Holy Cross Dispensary,10901
13129,Nyina Wa Mumbi Dispensary,10900
13437,Shanta Abaq Dispensary (Wajir West),10898
12882,Bethel Medical Clinic,10895
13103,Muteithania Medical Clinic,10894
13052,Lower Kabete Dispensary,10893
11639,Moa Dispensary,10892
13762,Mama Caro Clinic,10891
16450,Junction Medical Clinic,10890
12108,Jamii Medical Clinic (Mwala),10889
11321,Saba Saba Medical Clinic,10888
10784,Muruguru Medical Clinic (Nyeri South),10887
16369,Losam Dispensary,10884
15303,Nanam Dispensary,10883
12630,Mwonge Dispensary,10880
15711,Tea Resaerch Dispensary,10879
12941,Family Life Promotions and Services,10878
12157,Kalunga Dispensary,10877
12762,St Marys Dispensary (Mbiuni),10875
15978,Lutaso Dispensary,10874
15418,Oloika Dispensary,10873
16330,Olenkasurai Dispensary,10872
16471,Tea Research Foundation Dispensary,10871
15812,Budonga Dispensary,10870
16607,Meru Avenue Medical Plaza,10869
12161,Kamanyaki Health centre,10865
10031,Annex Laboratory,10864
12253,Kaumu Health Centre,10863
11150,Vision Medical clinic,10859
10892,Nyakahuho Dispensary,10857
15625,St Ann Medical Clinic (Naivasha),10856
13503,Bodi Health Centre,10852
13810,Miranga Sub County Hospital,10851
13498,Bar Korwa Health Centre,10840
13720,Korwenje Dispensary,10839
11122,Tumaini National Youth Service Dispensary,10836
11863,Tumaini Medical Cl Dzitsoni,10834
13829,MTC Clinic (Kisumu),10833
11373,Faza Hospital,10832
11735,Patte Dispensary,10831
11907,Witu Health Centre,10830
11585,Mazeras Health centre,10829
16740,Plateau Medical Clinic,10828
12775,St Theresa Riiji Health Centre,10827
13388,Kotulo Health Centre,10825
16706,Bokoli Base Clinic,10822
15237,Mpata Club Dispensary,10821
11543,Majimoto Dispensary,10820
12100,Itugururu Dispensary,10819
12069,Igamatundu Dispensary,10818
12845,Weru Dispensary (Mariani),10817
16250,St Michael Medical Services,10816
16645,Makengi Dispensary (Maara),10814
15344,Ngenyilel Dispensary,10811
12579,Murambani Dispensary,10809
11496,Kizingitini Dispensary,10808
11630,Mkundi Dispensary,10806
12131,Kajiampau Dispensary,10800
12188,Kanyuru Dispensary,10799
12947,Garrison Health Centre,10798
12024,Gaciongo Dispensary,10793
10341,Ihururu Medical Clinic,10791
15558,Shankoe Dispensary,10788
12793,Thanantu Faith Clinic Dispensary,10786
,,10785
,,10784
,,10783
,,10782
,,10781
,,10780
,,10777
,,10776
,,10774
,,10772
,,10771
,,10770
,,10766
,,10765
,,10763
,,10761
,,10760
,,10757
,,10756
,,10755
,,10753
,,10750
,,10749
,,10748
,,10746
,,10744
,,10741
,,10740
,,10739
,,10738
,,10733
,,10732
,,10731
,,10729
,,10728
,,10727
,,10726
,,10717
,,10711
,,10708
,,10706
,,10703
,,10700
,,10698
,,10693
,,10692
,,10690
,,10688
,,10687
,,10686
,,10685
,,10684
,,10681
,,10679
,,10677
,,10674
,,10672
,,10671
,,10670
,,10666
,,10662
,,10661
,,10659
,,10657
,,10655
,,10654
,,10647
,,10646
,,10643
,,10642
,,10641
,,10640
,,10639
,,10638
,,10637
,,10636
,,10635
,,10634
,,10633
,,10630
,,10629
,,10628
,,10627
,,10626
,,10625
,,10624
,,10619
,,10615
,,10610
,,10609
,,10608
,,10607
,,10606
,,10604
,,10603
,,10602
,,10599
,,10598
,,10597
,,10596
,,10595
,,10594
,,10591
,,10588
,,10587
,,10586
,,10584
,,10583
,,10582
,,10581
,,10580
,,10574
,,10571
,,10566
,,10565
,,10564
,,10562
,,10558
,,10557
,,10556
,,10555
,,10554
,,10553
,,10545
,,10544
,,10540
,,10539
,,10538
,,10537
,,10536
,,10534
,,10533
,,10532
,,10530
,,10528
,,10526
,,10525
,,10522
,,10520
,,10519
,,10517
,,10512
,,10509
,,10507
,,10506
,,10504
,,10500
,,10499
,,10495
,,10493
,,10490
,,10489
,,10488
,,10487
,,10486
,,10485
,,10484
,,10482
,,10481
,,10480
,,10476
,,10474
,,10473
,,10472
,,10471
,,10470
,,10469
,,10468
,,10466
,,10465
,,10462
,,10461
,,10459
,,10458
,,10456
,,10454
,,10450
,,10446
,,10445
,,10443
,,10441
,,10438
,,10437
,,10436
,,10435
,,10434
,,10432
,,10431
,,10429
,,10427
,,10426
,,10424
,,10422
,,10419
,,10417
,,10416
,,10413
,,10410
,,10406
,,10405
,,10402
,,10401
,,10400
,,10399
,,10398
,,10397
,,10396
,,10394
,,10389
,,10388
,,10386
,,10379
,,10378
,,10371
,,10370
,,10368
,,10364
,,10361
,,10360
,,10357
,,10355
,,10354
,,10353
,,10349
,,10345
,,10344
,,10343
,,10341
,,10340
,,10338
,,10335
,,10333
,,10332
,,10331
,,10329
,,10324
,,10322
,,10321
,,10320
,,10312
,,10308
,,10304
,,10296
,,10294
,,10293
,,10290
,,10288
,,10287
,,10286
,,10285
,,10284
,,10283
,,10280
,,10279
,,10277
,,10274
,,10273
,,10270
,,10269
,,10268
,,10267
,,10263
,,10261
,,10258
,,10257
,,10256
,,10253
,,10252
,,10251
,,10250
,,10249
,,10248
,,10245
,,10244
,,10240
,,10239
,,10236
,,10235
,,10234
,,10233
,,10232
,,10229
,,10228
,,10227
,,10224
,,10223
,,10222
,,10221
,,10217
,,10216
,,10214
,,10213
,,10212
,,10210
,,10209
,,10208
,,10207
,,10203
,,10202
,,10201
,,10199
,,10198
,,10197
,,10195
,,10194
,,10191
,,10190
,,10189
,,10185
,,10184
,,10172
